match_id,match_date,team,opponent,venue,player,runs,balls,wickets,balls_bowled,runs_conceded,is_winner
sample_20201022_0032,2020-10-22,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Axar Patel,2.87,1.89,0.0,0.0,0.0,1
sample_20201022_0032,2020-10-22,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,Shubman Gill,61.15,37.63,2.06,25.99,39.47,0
sample_20201022_0032,2020-10-22,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,Wriddhiman Saha,21.99,13.6,2.71,9.74,29.15,0
sample_20201022_0032,2020-10-22,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,Sai Sudharsan,2.44,1.73,0.6,26.87,44.89,0
sample_20201022_0032,2020-10-22,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,David Miller,103.59,110.56,0.83,12.92,32.45,0
sample_20201022_0032,2020-10-22,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,Rahul Tewatia,7.8,5.65,0.16,27.79,46.08,0
sample_20201022_0032,2020-10-22,Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,Rashid Khan,1.66,1.11,0.0,0.0,0.0,0
sample_20201023_0033,2020-10-23,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Ruturaj Gaikwad,11.48,6.9,6.72,21.44,36.45,0
sample_20201023_0033,2020-10-23,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Devon Conway,13.29,8.1,2.77,19.5,19.73,0
sample_20201023_0033,2020-10-23,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Ajinkya Rahane,23.17,23.29,0.52,18.66,0.0,0
sample_20201023_0033,2020-10-23,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Shivam Dube,2.69,1.53,0.6,21.04,44.15,0
sample_20201023_0033,2020-10-23,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Ravindra Jadeja,30.97,21.04,0.87,25.57,33.06,0
sample_20201023_0033,2020-10-23,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,MS Dhoni,48.88,29.7,0.0,0.0,0.0,0
sample_20201023_0033,2020-10-23,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,KL Rahul,3.91,2.55,0.0,27.1,4.81,1
sample_20201023_0033,2020-10-23,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Quinton de Kock,52.68,40.77,0.85,30.0,17.98,1
sample_20201023_0033,2020-10-23,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Nicholas Pooran,18.15,11.63,0.54,23.8,22.08,1
sample_20201023_0033,2020-10-23,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Marcus Stoinis,23.14,13.08,1.24,29.01,37.49,1
sample_20201023_0033,2020-10-23,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Deepak Hooda,16.95,14.83,1.56,22.86,6.45,1
sample_20201023_0033,2020-10-23,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Krunal Pandya,22.85,14.04,0.0,0.0,0.0,1
sample_20201024_0034,2020-10-24,Lucknow Super Giants,Punjab Kings,Eden Gardens,KL Rahul,29.58,24.86,0.38,21.89,36.4,1
sample_20201024_0034,2020-10-24,Lucknow Super Giants,Punjab Kings,Eden Gardens,Quinton de Kock,32.71,29.18,5.65,30.72,27.72,1
sample_20201024_0034,2020-10-24,Lucknow Super Giants,Punjab Kings,Eden Gardens,Nicholas Pooran,4.43,2.55,0.55,17.4,29.22,1
sample_20201024_0034,2020-10-24,Lucknow Super Giants,Punjab Kings,Eden Gardens,Marcus Stoinis,38.62,33.55,1.17,21.87,7.21,1
sample_20201024_0034,2020-10-24,Lucknow Super Giants,Punjab Kings,Eden Gardens,Deepak Hooda,38.13,29.2,1.89,24.26,30.73,1
sample_20201024_0034,2020-10-24,Lucknow Super Giants,Punjab Kings,Eden Gardens,Krunal Pandya,27.86,17.68,0.0,0.0,0.0,1
sample_20201024_0034,2020-10-24,Punjab Kings,Lucknow Super Giants,Eden Gardens,Shikhar Dhawan,13.7,9.7,0.05,21.35,27.17,0
sample_20201024_0034,2020-10-24,Punjab Kings,Lucknow Super Giants,Eden Gardens,Jonny Bairstow,42.76,28.48,1.92,21.32,38.8,0
sample_20201024_0034,2020-10-24,Punjab Kings,Lucknow Super Giants,Eden Gardens,Liam Livingstone,10.7,8.89,0.99,18.8,12.53,0
sample_20201024_0034,2020-10-24,Punjab Kings,Lucknow Super Giants,Eden Gardens,Sam Curran,11.12,8.27,1.44,9.77,23.64,0
sample_20201024_0034,2020-10-24,Punjab Kings,Lucknow Super Giants,Eden Gardens,Jitesh Sharma,46.37,38.88,1.58,13.78,14.59,0
sample_20201024_0034,2020-10-24,Punjab Kings,Lucknow Super Giants,Eden Gardens,Shashank Singh,17.34,12.95,0.0,0.0,0.0,0
sample_20201025_0035,2020-10-25,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Pat Cummins,84.88,60.62,0.0,24.61,32.37,0
sample_20201025_0035,2020-10-25,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Travis Head,14.6,10.7,0.74,25.66,44.76,0
sample_20201025_0035,2020-10-25,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Abhishek Sharma,48.9,45.62,0.34,27.43,25.08,0
sample_20201025_0035,2020-10-25,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Aiden Markram,7.8,6.98,0.63,39.62,31.04,0
sample_20201025_0035,2020-10-25,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Heinrich Klaasen,8.64,6.83,0.27,28.91,29.45,0
sample_20201025_0035,2020-10-25,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Nitish Kumar Reddy,8.46,6.04,0.0,0.0,0.0,0
sample_20201025_0035,2020-10-25,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sanju Samson,39.45,35.34,0.04,19.36,31.79,1
sample_20201025_0035,2020-10-25,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Yashasvi Jaiswal,25.3,19.04,0.71,24.1,31.59,1
sample_20201025_0035,2020-10-25,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Jos Buttler,32.07,20.82,0.25,27.51,27.12,1
sample_20201025_0035,2020-10-25,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Riyan Parag,29.24,22.44,3.0,25.27,43.82,1
sample_20201025_0035,2020-10-25,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Shimron Hetmyer,35.93,39.24,1.02,18.71,38.37,1
sample_20201025_0035,2020-10-25,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Ravichandran Ashwin,16.69,14.33,0.0,0.0,0.0,1
sample_20201026_0036,2020-10-26,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,Rishabh Pant,36.15,25.85,1.14,25.49,48.29,0
sample_20201026_0036,2020-10-26,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,David Warner,48.03,39.71,2.26,29.52,53.42,0
sample_20201026_0036,2020-10-26,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,Prithvi Shaw,22.72,12.64,2.91,22.16,32.19,0
sample_20201026_0036,2020-10-26,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,Jake Fraser-McGurk,26.16,18.75,2.82,28.83,39.44,0
sample_20201026_0036,2020-10-26,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,Tristan Stubbs,6.94,5.7,0.74,32.62,43.75,0
sample_20201026_0036,2020-10-26,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,Axar Patel,56.94,43.52,0.0,0.0,0.0,0
sample_20201026_0036,2020-10-26,Kolkata Knight Riders,Delhi Capitals,M Chinnaswamy Stadium,Shreyas Iyer,51.26,43.59,0.64,27.25,42.65,1
sample_20201026_0036,2020-10-26,Kolkata Knight Riders,Delhi Capitals,M Chinnaswamy Stadium,Sunil Narine,25.82,23.31,1.63,30.27,31.55,1
sample_20201026_0036,2020-10-26,Kolkata Knight Riders,Delhi Capitals,M Chinnaswamy Stadium,Andre Russell,49.23,31.78,0.25,27.79,45.0,1
sample_20201026_0036,2020-10-26,Kolkata Knight Riders,Delhi Capitals,M Chinnaswamy Stadium,Rinku Singh,19.42,16.4,2.74,28.72,39.74,1
sample_20201026_0036,2020-10-26,Kolkata Knight Riders,Delhi Capitals,M Chinnaswamy Stadium,Venkatesh Iyer,1.45,1.0,1.03,36.12,22.85,1
sample_20201026_0036,2020-10-26,Kolkata Knight Riders,Delhi Capitals,M Chinnaswamy Stadium,Phil Salt,47.43,27.01,0.0,0.0,0.0,1
sample_20201027_0037,2020-10-27,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Virat Kohli,10.95,7.06,0.81,13.14,35.49,1
sample_20201027_0037,2020-10-27,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Faf du Plessis,27.59,15.51,4.73,32.84,32.63,1
sample_20201027_0037,2020-10-27,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Glenn Maxwell,13.71,9.99,0.51,19.11,21.16,1
sample_20201027_0037,2020-10-27,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Rajat Patidar,67.76,58.68,1.14,18.05,40.48,1
sample_20201027_0037,2020-10-27,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Cameron Green,39.52,39.9,0.76,26.76,40.74,1
sample_20201027_0037,2020-10-27,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Dinesh Karthik,9.12,8.49,0.0,0.0,0.0,1
sample_20201027_0037,2020-10-27,Kolkata Knight Riders,Royal Challengers Bengaluru,MA Chidambaram Stadium,Shreyas Iyer,28.71,25.99,1.34,32.47,23.12,0
sample_20201027_0037,2020-10-27,Kolkata Knight Riders,Royal Challengers Bengaluru,MA Chidambaram Stadium,Sunil Narine,9.24,8.71,1.76,18.62,14.07,0
sample_20201027_0037,2020-10-27,Kolkata Knight Riders,Royal Challengers Bengaluru,MA Chidambaram Stadium,Andre Russell,2.66,2.92,1.85,16.01,7.32,0
sample_20201027_0037,2020-10-27,Kolkata Knight Riders,Royal Challengers Bengaluru,MA Chidambaram Stadium,Rinku Singh,38.95,28.21,0.06,21.65,5.43,0
sample_20201027_0037,2020-10-27,Kolkata Knight Riders,Royal Challengers Bengaluru,MA Chidambaram Stadium,Venkatesh Iyer,19.0,16.57,1.26,29.58,16.29,0
sample_20201027_0037,2020-10-27,Kolkata Knight Riders,Royal Challengers Bengaluru,MA Chidambaram Stadium,Phil Salt,32.83,18.48,0.0,0.0,0.0,0
sample_20201028_0038,2020-10-28,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,KL Rahul,12.56,12.66,2.94,22.02,29.46,1
sample_20201028_0038,2020-10-28,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Quinton de Kock,49.14,53.94,0.79,27.53,30.72,1
sample_20201028_0038,2020-10-28,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Nicholas Pooran,38.14,32.99,1.43,32.68,30.04,1
sample_20201028_0038,2020-10-28,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Marcus Stoinis,40.24,30.24,1.86,25.75,55.53,1
sample_20201028_0038,2020-10-28,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Deepak Hooda,15.62,12.95,1.15,31.72,23.33,1
sample_20201028_0038,2020-10-28,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Krunal Pandya,6.07,3.43,0.0,0.0,0.0,1
sample_20201028_0038,2020-10-28,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Sanju Samson,80.27,71.21,0.18,20.07,38.31,0
sample_20201028_0038,2020-10-28,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Yashasvi Jaiswal,25.35,15.13,0.75,26.91,29.0,0
sample_20201028_0038,2020-10-28,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Jos Buttler,18.97,18.92,1.97,27.05,13.67,0
sample_20201028_0038,2020-10-28,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Riyan Parag,20.03,20.89,0.57,22.67,41.36,0
sample_20201028_0038,2020-10-28,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Shimron Hetmyer,2.77,2.06,1.77,24.85,13.84,0
sample_20201028_0038,2020-10-28,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Ravichandran Ashwin,13.83,9.75,0.0,0.0,0.0,0
sample_20201029_0039,2020-10-29,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Rohit Sharma,34.41,19.17,0.79,26.4,0.0,0
sample_20201029_0039,2020-10-29,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Ishan Kishan,30.14,29.94,0.14,23.7,30.47,0
sample_20201029_0039,2020-10-29,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Suryakumar Yadav,8.4,5.29,1.4,23.15,24.08,0
sample_20201029_0039,2020-10-29,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Hardik Pandya,22.12,15.3,0.13,30.24,12.54,0
sample_20201029_0039,2020-10-29,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Tilak Varma,16.49,10.23,1.55,13.59,25.2,0
sample_20201029_0039,2020-10-29,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Tim David,6.02,5.46,0.0,0.0,0.0,0
sample_20201029_0039,2020-10-29,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Virat Kohli,27.31,19.93,1.82,18.88,33.48,1
sample_20201029_0039,2020-10-29,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Faf du Plessis,14.95,11.45,1.2,30.12,38.6,1
sample_20201029_0039,2020-10-29,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Glenn Maxwell,11.91,9.17,0.1,23.0,34.5,1
sample_20201029_0039,2020-10-29,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Rajat Patidar,12.41,7.41,1.84,14.29,28.14,1
sample_20201029_0039,2020-10-29,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Cameron Green,13.88,7.75,0.3,27.83,30.32,1
sample_20201029_0039,2020-10-29,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Dinesh Karthik,74.12,63.09,0.0,0.0,0.0,1
sample_20201030_0040,2020-10-30,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,Shubman Gill,35.07,23.98,0.66,21.22,36.45,1
sample_20201030_0040,2020-10-30,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,Wriddhiman Saha,31.37,27.56,2.33,20.03,36.81,1
sample_20201030_0040,2020-10-30,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,Sai Sudharsan,60.45,62.12,0.9,24.57,31.91,1
sample_20201030_0040,2020-10-30,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,David Miller,3.27,2.93,1.99,21.3,46.6,1
sample_20201030_0040,2020-10-30,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,Rahul Tewatia,24.45,17.51,2.45,20.9,42.8,1
sample_20201030_0040,2020-10-30,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,Rashid Khan,17.18,16.51,0.0,0.0,0.0,1
sample_20201030_0040,2020-10-30,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,Rohit Sharma,36.85,29.07,0.65,15.74,23.26,0
sample_20201030_0040,2020-10-30,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,Ishan Kishan,38.98,25.64,0.21,20.8,29.67,0
sample_20201030_0040,2020-10-30,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,Suryakumar Yadav,0.36,1.0,1.37,28.68,37.13,0
sample_20201030_0040,2020-10-30,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,Hardik Pandya,10.94,11.77,0.0,25.79,36.36,0
sample_20201030_0040,2020-10-30,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,Tilak Varma,47.97,41.38,0.28,23.3,48.02,0
sample_20201030_0040,2020-10-30,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,Tim David,8.58,7.44,0.0,0.0,0.0,0
sample_20201031_0041,2020-10-31,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Shikhar Dhawan,58.99,36.66,1.33,28.72,51.16,1
sample_20201031_0041,2020-10-31,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Jonny Bairstow,19.56,13.37,0.44,32.21,43.83,1
sample_20201031_0041,2020-10-31,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Liam Livingstone,9.82,6.57,2.03,23.63,42.66,1
sample_20201031_0041,2020-10-31,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Sam Curran,73.28,42.11,0.0,15.19,47.73,1
sample_20201031_0041,2020-10-31,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Jitesh Sharma,16.12,12.57,2.62,17.48,28.83,1
sample_20201031_0041,2020-10-31,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Shashank Singh,20.61,14.82,0.0,0.0,0.0,1
sample_20201031_0041,2020-10-31,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,Ruturaj Gaikwad,90.94,61.33,0.46,25.83,47.94,0
sample_20201031_0041,2020-10-31,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,Devon Conway,46.28,26.94,0.38,23.99,42.03,0
sample_20201031_0041,2020-10-31,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,Ajinkya Rahane,15.48,9.42,1.52,21.62,35.68,0
sample_20201031_0041,2020-10-31,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,Shivam Dube,16.57,17.18,1.01,23.44,32.37,0
sample_20201031_0041,2020-10-31,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,Ravindra Jadeja,18.42,17.55,4.9,29.87,39.79,0
sample_20201031_0041,2020-10-31,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,MS Dhoni,0.0,1.0,0.0,0.0,0.0,0
sample_20201101_0042,2020-11-01,Gujarat Titans,Rajasthan Royals,Eden Gardens,Shubman Gill,43.82,28.84,1.38,34.99,28.6,1
sample_20201101_0042,2020-11-01,Gujarat Titans,Rajasthan Royals,Eden Gardens,Wriddhiman Saha,17.79,11.63,0.66,25.35,26.07,1
sample_20201101_0042,2020-11-01,Gujarat Titans,Rajasthan Royals,Eden Gardens,Sai Sudharsan,65.69,37.57,0.55,29.39,46.81,1
sample_20201101_0042,2020-11-01,Gujarat Titans,Rajasthan Royals,Eden Gardens,David Miller,18.16,13.45,0.55,22.13,31.34,1
sample_20201101_0042,2020-11-01,Gujarat Titans,Rajasthan Royals,Eden Gardens,Rahul Tewatia,49.57,36.87,0.86,30.34,31.25,1
sample_20201101_0042,2020-11-01,Gujarat Titans,Rajasthan Royals,Eden Gardens,Rashid Khan,1.45,1.49,0.0,0.0,0.0,1
sample_20201101_0042,2020-11-01,Rajasthan Royals,Gujarat Titans,Eden Gardens,Sanju Samson,37.19,39.74,0.59,31.02,24.5,0
sample_20201101_0042,2020-11-01,Rajasthan Royals,Gujarat Titans,Eden Gardens,Yashasvi Jaiswal,8.27,6.42,0.84,8.9,14.92,0
sample_20201101_0042,2020-11-01,Rajasthan Royals,Gujarat Titans,Eden Gardens,Jos Buttler,56.54,47.51,3.18,24.68,38.04,0
sample_20201101_0042,2020-11-01,Rajasthan Royals,Gujarat Titans,Eden Gardens,Riyan Parag,79.54,70.69,0.0,23.84,39.24,0
sample_20201101_0042,2020-11-01,Rajasthan Royals,Gujarat Titans,Eden Gardens,Shimron Hetmyer,3.75,3.81,0.34,14.4,50.3,0
sample_20201101_0042,2020-11-01,Rajasthan Royals,Gujarat Titans,Eden Gardens,Ravichandran Ashwin,0.0,1.0,0.0,0.0,0.0,0
sample_20201102_0043,2020-11-02,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Shubman Gill,21.87,13.78,0.99,16.07,32.93,0
sample_20201102_0043,2020-11-02,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Wriddhiman Saha,36.94,34.93,2.12,25.33,51.24,0
sample_20201102_0043,2020-11-02,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Sai Sudharsan,22.84,16.71,1.17,23.65,61.3,0
sample_20201102_0043,2020-11-02,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,David Miller,61.39,47.3,4.1,16.74,60.71,0
sample_20201102_0043,2020-11-02,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Rahul Tewatia,42.62,37.05,0.33,31.49,44.28,0
sample_20201102_0043,2020-11-02,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Rashid Khan,13.17,7.33,0.0,0.0,0.0,0
sample_20201102_0043,2020-11-02,Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Rohit Sharma,96.99,75.05,0.22,20.21,48.57,1
sample_20201102_0043,2020-11-02,Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Ishan Kishan,30.77,18.84,0.0,16.65,53.01,1
sample_20201102_0043,2020-11-02,Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Suryakumar Yadav,18.59,10.49,2.42,22.98,38.13,1
sample_20201102_0043,2020-11-02,Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Hardik Pandya,39.73,30.03,0.7,18.95,40.73,1
sample_20201102_0043,2020-11-02,Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Tilak Varma,3.75,2.96,1.61,16.62,41.57,1
sample_20201102_0043,2020-11-02,Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,Tim David,14.16,11.91,0.0,0.0,0.0,1
sample_20201103_0044,2020-11-03,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Ruturaj Gaikwad,30.01,25.88,0.02,23.55,31.89,1
sample_20201103_0044,2020-11-03,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Devon Conway,28.86,16.48,0.07,21.15,29.68,1
sample_20201103_0044,2020-11-03,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Ajinkya Rahane,8.01,4.91,1.97,25.2,61.12,1
sample_20201103_0044,2020-11-03,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Shivam Dube,30.77,22.06,0.99,24.02,38.96,1
sample_20201103_0044,2020-11-03,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Ravindra Jadeja,50.67,38.7,3.43,18.93,44.99,1
sample_20201103_0044,2020-11-03,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,MS Dhoni,27.39,23.15,0.0,0.0,0.0,1
sample_20201103_0044,2020-11-03,Royal Challengers Bengaluru,Chennai Super Kings,M Chinnaswamy Stadium,Virat Kohli,24.26,20.37,4.07,28.44,21.78,0
sample_20201103_0044,2020-11-03,Royal Challengers Bengaluru,Chennai Super Kings,M Chinnaswamy Stadium,Faf du Plessis,13.71,7.73,0.12,29.82,45.78,0
sample_20201103_0044,2020-11-03,Royal Challengers Bengaluru,Chennai Super Kings,M Chinnaswamy Stadium,Glenn Maxwell,19.54,15.46,0.96,19.3,51.66,0
sample_20201103_0044,2020-11-03,Royal Challengers Bengaluru,Chennai Super Kings,M Chinnaswamy Stadium,Rajat Patidar,16.81,12.33,1.11,20.06,53.53,0
sample_20201103_0044,2020-11-03,Royal Challengers Bengaluru,Chennai Super Kings,M Chinnaswamy Stadium,Cameron Green,2.39,1.34,0.01,20.87,41.21,0
sample_20201103_0044,2020-11-03,Royal Challengers Bengaluru,Chennai Super Kings,M Chinnaswamy Stadium,Dinesh Karthik,83.96,56.28,0.0,0.0,0.0,0
sample_20201104_0045,2020-11-04,Lucknow Super Giants,Punjab Kings,Eden Gardens,KL Rahul,10.92,7.99,0.44,27.28,36.63,1
sample_20201104_0045,2020-11-04,Lucknow Super Giants,Punjab Kings,Eden Gardens,Quinton de Kock,2.36,1.62,0.04,26.48,26.94,1
sample_20201104_0045,2020-11-04,Lucknow Super Giants,Punjab Kings,Eden Gardens,Nicholas Pooran,90.5,67.1,0.6,19.98,34.72,1
sample_20201104_0045,2020-11-04,Lucknow Super Giants,Punjab Kings,Eden Gardens,Marcus Stoinis,29.46,22.7,1.36,17.25,46.86,1
sample_20201104_0045,2020-11-04,Lucknow Super Giants,Punjab Kings,Eden Gardens,Deepak Hooda,6.84,7.23,1.96,35.83,32.31,1
sample_20201104_0045,2020-11-04,Lucknow Super Giants,Punjab Kings,Eden Gardens,Krunal Pandya,49.25,43.19,0.0,0.0,0.0,1
sample_20201104_0045,2020-11-04,Punjab Kings,Lucknow Super Giants,Eden Gardens,Shikhar Dhawan,0.0,1.0,4.11,22.42,19.43,0
sample_20201104_0045,2020-11-04,Punjab Kings,Lucknow Super Giants,Eden Gardens,Jonny Bairstow,14.96,12.91,0.61,27.28,39.55,0
sample_20201104_0045,2020-11-04,Punjab Kings,Lucknow Super Giants,Eden Gardens,Liam Livingstone,9.93,5.86,0.0,26.04,25.24,0
sample_20201104_0045,2020-11-04,Punjab Kings,Lucknow Super Giants,Eden Gardens,Sam Curran,29.63,22.17,2.91,16.87,44.64,0
sample_20201104_0045,2020-11-04,Punjab Kings,Lucknow Super Giants,Eden Gardens,Jitesh Sharma,94.29,101.83,1.14,24.24,41.77,0
sample_20201104_0045,2020-11-04,Punjab Kings,Lucknow Super Giants,Eden Gardens,Shashank Singh,13.59,9.27,0.0,0.0,0.0,0
sample_20201105_0046,2020-11-05,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Shreyas Iyer,3.82,3.88,0.03,23.31,48.59,1
sample_20201105_0046,2020-11-05,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Sunil Narine,50.76,28.31,1.4,30.15,33.82,1
sample_20201105_0046,2020-11-05,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Andre Russell,38.64,22.44,4.4,22.16,49.04,1
sample_20201105_0046,2020-11-05,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Rinku Singh,3.83,2.91,0.33,26.88,41.2,1
sample_20201105_0046,2020-11-05,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Venkatesh Iyer,21.98,21.85,0.5,24.25,37.38,1
sample_20201105_0046,2020-11-05,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Phil Salt,72.44,43.93,0.0,0.0,0.0,1
sample_20201105_0046,2020-11-05,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Virat Kohli,0.0,1.0,0.63,27.69,22.87,0
sample_20201105_0046,2020-11-05,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Faf du Plessis,8.28,5.36,1.37,17.55,46.1,0
sample_20201105_0046,2020-11-05,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Glenn Maxwell,49.98,36.81,0.74,30.58,44.81,0
