match_id,match_date,tournament,team_a,team_b,venue,batting_team,bowling_team,target_score,actual_first_innings_score,target_team_a_score,target_team_b_score,target_winner_team_a,team_a_avg_runs_last_5,team_a_avg_runs_last_10,team_a_avg_wickets_last_5,team_a_run_rate_trend,team_b_avg_runs_last_5,team_b_avg_runs_last_10,team_b_avg_wickets_last_5,team_b_run_rate_trend,team_a_win_rate_vs_b,avg_score_team_a_vs_b,avg_score_team_b_vs_a,venue_avg_score,venue_chase_success_rate,venue_defend_bias,team_a_runs_vs_opponent_avg,team_b_runs_vs_opponent_avg,batting_first,team_a_bats_first,team_b_bats_first,team_a_chase_success_rate,team_b_chase_success_rate,team_a_defend_success_rate,team_b_defend_success_rate,chase_defend_edge_team_a_first,chase_defend_edge_team_b_first,venue_batting_first_advantage,recent_form_diff,recent_run_rate_diff,head_to_head_win_diff,wickets_taken_diff
sample_20201108_0049,2020-11-08,IPL,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,151.0,151.0,123.0,151.0,0.0,193.0,187.66666666666666,5.6,5.333333333333343,178.6,173.5,5.0,5.099999999999994,1.0,194.0,185.0,169.28571428571428,0.35714285714285715,-0.2857142857142858,18.19999999999999,-7.800000000000011,0.0,0.0,1.0,0.0,0.4,0.5,0.8333333333333334,-0.09999999999999998,-0.8333333333333334,0.2857142857142858,14.400000000000006,0.2333333333333485,1.0,0.7999999999999998
sample_20201109_0050,2020-11-09,IPL,Chennai Super Kings,Punjab Kings,M Chinnaswamy Stadium,Chennai Super Kings,Punjab Kings,160.0,160.0,160.0,159.0,1.0,172.8,171.44444444444446,5.6,1.3555555555555543,172.2,165.0,7.0,7.199999999999989,0.0,178.0,193.5,176.05,0.4,-0.19999999999999996,-4.199999999999989,-1.6000000000000227,1.0,1.0,0.0,0.5,0.14285714285714285,0.4,0.5,-0.2571428571428572,0.0,0.19999999999999996,0.6000000000000227,-5.844444444444434,-1.0,1.8000000000000007
sample_20201110_0051,2020-11-10,IPL,Rajasthan Royals,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,131.0,131.0,152.0,131.0,1.0,171.8,163.6,5.6,8.200000000000017,175.2,172.5,6.6,2.6999999999999886,0.5,170.70357142857142,170.70357142857142,167.13333333333333,0.3333333333333333,-0.33333333333333326,-3.799999999999983,-3.200000000000017,0.0,0.0,1.0,0.25,0.6,0.7142857142857143,0.6666666666666666,-0.11428571428571432,-0.41666666666666663,0.33333333333333326,-3.3999999999999773,5.500000000000028,0.0,-1.0
sample_20201111_0052,2020-11-11,IPL,Delhi Capitals,Royal Challengers Bengaluru,MA Chidambaram Stadium,Delhi Capitals,Royal Challengers Bengaluru,181.0,181.0,181.0,152.0,1.0,176.4,181.2,5.8,-4.799999999999983,163.2,159.6,6.4,3.5999999999999943,0.6666666666666666,187.33333333333334,181.33333333333334,155.22727272727272,0.45454545454545453,-0.09090909090909083,20.80000000000001,-7.800000000000011,1.0,1.0,0.0,0.0,0.25,0.5,0.5714285714285714,-0.25,-0.5714285714285714,0.09090909090909083,13.200000000000017,-8.399999999999977,0.33333333333333326,1.2000000000000002
sample_20201112_0053,2020-11-12,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Wankhede Stadium,Lucknow Super Giants,Royal Challengers Bengaluru,155.0,155.0,155.0,136.0,1.0,151.8,150.28571428571428,6.8,1.5142857142857338,159.0,162.8,6.4,-3.8000000000000114,1.0,142.5,141.5,177.0,0.0,-1.0,-6.199999999999989,12.599999999999994,1.0,1.0,0.0,0.75,0.2222222222222222,1.0,0.5714285714285714,-0.7777777777777778,0.1785714285714286,1.0,-7.199999999999989,5.314285714285745,1.0,0.7999999999999998
sample_20201113_0054,2020-11-13,IPL,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,Rajasthan Royals,Mumbai Indians,174.0,174.0,174.0,195.0,0.0,163.6,161.0,5.4,2.5999999999999943,162.0,166.5,6.8,-4.5,1.0,144.0,127.0,165.53125,0.375,-0.25,-2.5999999999999943,-5.199999999999989,1.0,1.0,0.0,0.4,0.25,0.7142857142857143,0.5,-0.4642857142857143,-0.09999999999999998,0.25,1.5999999999999943,7.099999999999994,1.0,0.0
sample_20201114_0055,2020-11-14,IPL,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,180.0,180.0,180.0,165.0,1.0,167.0,167.88888888888889,6.6,-0.8888888888888857,169.0,161.7,5.2,7.300000000000011,0.0,131.0,152.0,166.64705882352942,0.4117647058823529,-0.17647058823529416,-3.4000000000000057,-3.4000000000000057,1.0,1.0,0.0,0.6,0.4,0.5,0.625,-0.09999999999999998,-0.025000000000000022,0.17647058823529416,-2.0,-8.188888888888897,-1.0,1.2000000000000002
sample_20201115_0056,2020-11-15,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,Lucknow Super Giants,Sunrisers Hyderabad,158.0,158.0,136.0,158.0,0.0,172.6,179.9,6.6,-7.300000000000011,155.4,150.875,7.0,4.525000000000006,0.5,170.70357142857142,170.70357142857142,169.41666666666666,0.3333333333333333,-0.33333333333333326,26.19999999999999,-21.400000000000006,0.0,0.0,1.0,0.42857142857142855,0.75,0.6666666666666666,1.0,0.08333333333333337,-0.5714285714285714,0.33333333333333326,17.19999999999999,-11.825000000000017,0.0,-0.39999999999999947
sample_20201116_0057,2020-11-16,IPL,Delhi Capitals,Lucknow Super Giants,M Chinnaswamy Stadium,Lucknow Super Giants,Delhi Capitals,178.0,178.0,186.0,178.0,1.0,173.6,181.3,5.4,-7.700000000000017,160.0,151.66666666666666,5.8,8.333333333333343,0.5,170.70357142857142,170.70357142857142,174.54545454545453,0.36363636363636365,-0.2727272727272727,24.799999999999983,-7.199999999999989,0.0,0.0,1.0,0.0,0.75,0.5555555555555556,1.0,0.19444444444444442,-1.0,0.2727272727272727,13.599999999999994,-16.03333333333336,0.0,0.7999999999999998
sample_20201117_0058,2020-11-17,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Narendra Modi Stadium,Lucknow Super Giants,Sunrisers Hyderabad,187.0,187.0,187.0,188.0,0.0,164.0,154.3,5.6,9.699999999999989,170.4,176.5,7.2,-6.099999999999994,1.0,158.0,136.0,166.21428571428572,0.2857142857142857,-0.4285714285714286,-8.599999999999994,13.400000000000006,1.0,1.0,0.0,0.75,0.375,0.8333333333333334,0.6666666666666666,-0.45833333333333337,0.08333333333333337,0.4285714285714286,-6.400000000000006,15.799999999999983,1.0,1.6000000000000005
sample_20201118_0059,2020-11-18,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,Sunrisers Hyderabad,163.0,163.0,177.0,163.0,1.0,169.4,175.1,6.8,-5.699999999999989,169.8,158.5,6.0,11.300000000000011,0.5,162.0,172.5,178.33333333333334,0.3333333333333333,-0.33333333333333326,6.200000000000017,-5.399999999999977,0.0,0.0,1.0,0.4444444444444444,0.75,0.6666666666666666,0.7142857142857143,0.08333333333333337,-0.2698412698412699,0.33333333333333326,-0.4000000000000057,-17.0,0.0,-1.2000000000000002
sample_20201119_0060,2020-11-19,IPL,Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,211.0,211.0,183.0,211.0,0.0,172.4,173.6,7.2,-1.1999999999999886,175.6,170.57142857142858,6.6,5.028571428571411,1.0,202.0,189.0,177.14285714285714,0.42857142857142855,-0.1428571428571428,0.20000000000001705,-0.8000000000000114,0.0,0.0,1.0,0.5,0.4,0.6666666666666666,0.5,-0.2666666666666666,0.0,0.1428571428571428,-3.1999999999999886,-6.228571428571399,1.0,0.5999999999999996
sample_20201120_0061,2020-11-20,IPL,Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,Lucknow Super Giants,Kolkata Knight Riders,189.0,189.0,189.0,181.0,1.0,168.2,160.0,5.4,8.199999999999989,162.8,169.1,5.2,-6.299999999999983,0.5,170.70357142857142,170.70357142857142,168.875,0.375,-0.25,1.0,-1.799999999999983,1.0,1.0,0.0,0.75,0.6,0.625,0.6,-0.025000000000000022,0.15000000000000002,0.25,5.399999999999977,14.499999999999972,0.0,0.40000000000000036
sample_20201121_0062,2020-11-21,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,212.0,212.0,199.0,212.0,0.0,175.0,171.1,5.6,3.9000000000000057,171.6,170.4,6.8,1.1999999999999886,0.5,170.70357142857142,170.70357142857142,166.5,0.0,-1.0,-5.0,-2.5999999999999943,0.0,0.0,1.0,0.5,0.45454545454545453,0.6,0.6666666666666666,-0.14545454545454545,-0.16666666666666663,1.0,3.4000000000000057,2.700000000000017,0.0,2.4000000000000004
sample_20201122_0063,2020-11-22,IPL,Lucknow Super Giants,Rajasthan Royals,Eden Gardens,Lucknow Super Giants,Rajasthan Royals,146.0,146.0,146.0,156.0,0.0,175.0,165.2,6.0,9.800000000000011,165.8,166.1,6.2,-0.29999999999998295,0.5,151.5,167.5,179.625,0.375,-0.25,3.4000000000000057,-7.799999999999983,1.0,1.0,0.0,0.75,0.3333333333333333,0.6666666666666666,0.625,-0.3333333333333333,0.125,0.25,9.199999999999989,10.099999999999994,0.0,3.5999999999999996
sample_20201123_0064,2020-11-23,IPL,Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,Sunrisers Hyderabad,Delhi Capitals,190.0,190.0,190.0,167.0,1.0,179.2,175.9,6.8,3.299999999999983,175.0,181.2,6.4,-6.199999999999989,1.0,203.5,178.5,170.66666666666666,0.3333333333333333,-0.33333333333333326,5.799999999999983,-8.599999999999994,1.0,1.0,0.0,0.45454545454545453,0.3333333333333333,0.7142857142857143,0.5555555555555556,-0.380952380952381,-0.10101010101010105,0.33333333333333326,4.199999999999989,9.499999999999972,1.0,-1.4000000000000004
sample_20201124_0065,2020-11-24,IPL,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,167.0,167.0,157.0,167.0,0.0,169.6,179.1,6.2,-9.5,171.8,170.5,4.2,1.3000000000000114,0.5,158.5,168.0,166.97222222222223,0.3888888888888889,-0.22222222222222232,9.0,-2.5999999999999943,0.0,0.0,1.0,0.25,0.4,0.5555555555555556,0.8571428571428571,-0.15555555555555556,-0.6071428571428571,0.22222222222222232,-2.200000000000017,-10.800000000000011,0.0,0.39999999999999947
sample_20201125_0066,2020-11-25,IPL,Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,Lucknow Super Giants,Gujarat Titans,184.0,184.0,184.0,184.0,0.0,173.4,172.8,4.4,0.5999999999999943,172.6,166.3,6.2,6.299999999999983,0.5,170.70357142857142,170.70357142857142,171.45,0.3,-0.3999999999999999,-4.199999999999989,10.199999999999989,0.0,0.0,1.0,0.4,0.75,0.875,0.6,-0.125,-0.19999999999999996,0.3999999999999999,0.8000000000000114,-5.699999999999989,0.0,-2.8
sample_20201126_0067,2020-11-26,IPL,Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,Sunrisers Hyderabad,Chennai Super Kings,155.0,155.0,157.0,155.0,1.0,165.8,170.3,5.6,-4.5,190.0,180.2,6.8,9.800000000000011,1.0,165.0,156.0,172.5909090909091,0.2727272727272727,-0.2727272727272727,-19.599999999999994,20.19999999999999,0.0,0.0,1.0,0.5,0.45454545454545453,0.5,0.75,-0.04545454545454547,-0.25,0.2727272727272727,-24.19999999999999,-14.300000000000011,1.0,0.5999999999999996
sample_20201127_0068,2020-11-27,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Arun Jaitley Stadium,Royal Challengers Bengaluru,Rajasthan Royals,177.0,177.0,177.0,147.0,1.0,155.4,158.3,5.8,-2.9000000000000057,165.6,165.0,5.6,0.5999999999999943,0.0,140.0,167.0,166.71052631578948,0.3684210526315789,-0.26315789473684204,-13.799999999999983,0.5999999999999943,1.0,1.0,0.0,0.2,0.42857142857142855,0.5714285714285714,0.625,-0.14285714285714285,-0.425,0.26315789473684204,-10.199999999999989,-3.5,-1.0,1.0
sample_20201128_0069,2020-11-28,IPL,Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,Rajasthan Royals,Sunrisers Hyderabad,199.0,199.0,199.0,157.0,1.0,158.8,165.3,6.2,-6.5,183.4,176.4,6.0,7.0,0.75,182.75,174.75,171.20833333333334,0.3333333333333333,-0.16666666666666674,-20.599999999999994,17.599999999999994,1.0,1.0,0.0,0.375,0.45454545454545453,0.625,0.6666666666666666,-0.17045454545454547,-0.29166666666666663,0.16666666666666674,-24.599999999999994,-13.5,0.5,-0.8000000000000007
sample_20201129_0070,2020-11-29,IPL,Gujarat Titans,Punjab Kings,Narendra Modi Stadium,Punjab Kings,Gujarat Titans,189.0,189.0,189.0,189.0,0.0,171.4,174.8,5.0,-3.4000000000000057,175.0,164.4,6.0,10.599999999999994,1.0,168.0,161.0,171.73076923076923,0.3076923076923077,-0.23076923076923084,-6.0,12.0,0.0,0.0,1.0,0.3333333333333333,0.125,0.875,0.5,-0.75,-0.16666666666666669,0.23076923076923084,-3.5999999999999943,-14.0,1.0,-1.2000000000000002
sample_20201130_0071,2020-11-30,IPL,Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,Kolkata Knight Riders,Lucknow Super Giants,148.0,148.0,144.0,148.0,0.0,173.8,168.9,5.6,4.900000000000006,176.8,174.6,5.8,2.200000000000017,1.0,189.0,181.0,172.96428571428572,0.2857142857142857,-0.1428571428571428,-5.399999999999977,-0.39999999999997726,0.0,0.0,1.0,0.75,0.42857142857142855,0.6363636363636364,0.6,-0.2077922077922078,0.15000000000000002,0.1428571428571428,-3.0,2.6999999999999886,1.0,1.0
sample_20201201_0072,2020-12-01,IPL,Royal Challengers Bengaluru,Punjab Kings,Arun Jaitley Stadium,Punjab Kings,Royal Challengers Bengaluru,180.0,180.0,167.0,180.0,0.0,163.8,162.0,6.0,1.8000000000000114,171.4,165.3,5.8,6.099999999999994,1.0,146.5,143.5,166.475,0.35,-0.30000000000000004,-12.399999999999977,0.4000000000000057,0.0,0.0,1.0,0.2,0.125,0.625,0.6666666666666666,-0.5,-0.4666666666666666,0.30000000000000004,-7.599999999999994,-4.299999999999983,1.0,0.0
sample_20201202_0073,2020-12-02,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,188.0,188.0,188.0,170.0,1.0,167.8,171.5,5.6,-3.6999999999999886,179.4,175.9,5.6,3.5,0.0,199.0,212.0,175.16666666666666,0.4166666666666667,-0.16666666666666674,-18.799999999999983,7.0,1.0,1.0,0.0,0.42857142857142855,0.4166666666666667,0.6666666666666666,0.6666666666666666,-0.24999999999999994,-0.23809523809523808,0.16666666666666674,-11.599999999999994,-7.199999999999989,-1.0,0.6000000000000005
sample_20201203_0074,2020-12-03,IPL,Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,Gujarat Titans,214.0,214.0,224.0,214.0,1.0,171.8,175.8,4.6,-4.0,176.8,174.2,5.6,2.6000000000000227,0.5,162.0,159.75,166.8095238095238,0.3333333333333333,-0.33333333333333326,-10.199999999999989,14.0,0.0,0.0,1.0,0.2857142857142857,0.38461538461538464,0.875,0.6666666666666666,-0.49038461538461536,-0.38095238095238093,0.33333333333333326,-5.0,-6.600000000000023,0.0,-1.6000000000000005
sample_20201204_0075,2020-12-04,IPL,Chennai Super Kings,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,Chennai Super Kings,166.0,166.0,173.0,166.0,1.0,163.6,167.4,5.2,-3.8000000000000114,165.2,167.5,5.2,-2.3000000000000114,0.0,124.0,135.0,176.44444444444446,0.4444444444444444,-0.11111111111111116,-5.599999999999994,0.5999999999999943,0.0,0.0,1.0,0.6,0.6,0.5,0.6363636363636364,0.09999999999999998,-0.036363636363636376,0.11111111111111116,-1.5999999999999943,-1.5,-1.0,-0.7999999999999998
sample_20201205_0076,2020-12-05,IPL,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Royal Challengers Bengaluru,Mumbai Indians,194.0,194.0,194.0,173.0,1.0,163.8,161.9,6.4,1.9000000000000057,172.2,175.625,6.6,-3.4250000000000114,1.0,135.0,117.0,156.16666666666666,0.4166666666666667,-0.16666666666666674,-3.799999999999983,1.5999999999999943,1.0,1.0,0.0,0.18181818181818182,0.4,0.625,0.6666666666666666,-0.22499999999999998,-0.4848484848484848,0.16666666666666674,-8.399999999999977,5.325000000000017,1.0,1.4000000000000004
sample_20201206_0077,2020-12-06,IPL,Delhi Capitals,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,Delhi Capitals,173.0,173.0,171.0,173.0,0.0,162.8,177.9,5.4,-15.099999999999994,168.2,165.9,6.4,2.299999999999983,1.0,179.0,147.0,175.46153846153845,0.38461538461538464,-0.23076923076923084,-8.199999999999989,0.5999999999999943,0.0,0.0,1.0,0.2,0.375,0.5555555555555556,0.6666666666666666,-0.18055555555555558,-0.4666666666666666,0.23076923076923084,-5.399999999999977,-17.399999999999977,1.0,1.2000000000000002
sample_20201207_0078,2020-12-07,IPL,Royal Challengers Bengaluru,Lucknow Super Giants,Wankhede Stadium,Royal Challengers Bengaluru,Lucknow Super Giants,148.0,148.0,148.0,133.0,1.0,165.2,164.2,6.6,1.0,165.8,167.0,5.6,-1.1999999999999886,0.0,139.66666666666666,146.66666666666666,176.25,0.0,-1.0,-3.200000000000017,-1.3999999999999773,1.0,1.0,0.0,0.18181818181818182,0.6,0.6666666666666666,0.5833333333333334,-0.06666666666666665,-0.40151515151515155,1.0,-0.6000000000000227,2.1999999999999886,-1.0,-0.20000000000000018
sample_20201208_0079,2020-12-08,IPL,Lucknow Super Giants,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,Lucknow Super Giants,185.0,185.0,191.0,185.0,1.0,154.6,164.8,5.2,-10.200000000000017,183.4,175.33333333333334,6.8,8.066666666666663,0.5,170.70357142857142,170.70357142857142,169.1818181818182,0.36363636363636365,-0.2727272727272727,-24.80000000000001,21.599999999999994,0.0,0.0,1.0,0.5,0.3333333333333333,0.5833333333333334,0.6666666666666666,-0.25000000000000006,-0.16666666666666663,0.2727272727272727,-28.80000000000001,-18.26666666666668,0.0,0.0
sample_20201209_0080,2020-12-09,IPL,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,Kolkata Knight Riders,Punjab Kings,162.0,162.0,149.0,162.0,0.0,173.4,171.5,6.6,1.9000000000000057,179.2,173.1,6.0,6.099999999999994,0.0,178.0,193.0,171.16666666666666,0.26666666666666666,-0.19999999999999996,-2.5999999999999943,3.799999999999983,0.0,0.0,1.0,0.125,0.42857142857142855,0.75,0.7142857142857143,-0.32142857142857145,-0.5892857142857143,0.19999999999999996,-5.799999999999983,-4.199999999999989,-1.0,-0.6000000000000005
sample_20201210_0081,2020-12-10,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,167.0,167.0,160.0,167.0,0.0,175.6,169.2,6.8,6.400000000000006,164.4,161.7,5.4,2.700000000000017,0.75,160.75,165.75,175.21428571428572,0.35714285714285715,-0.2857142857142858,18.0,-8.400000000000006,0.0,0.0,1.0,0.42857142857142855,0.18181818181818182,0.75,0.7,-0.5681818181818181,-0.2714285714285714,0.2857142857142858,11.199999999999989,3.6999999999999886,0.5,-0.40000000000000036
sample_20201211_0082,2020-12-11,IPL,Kolkata Knight Riders,Punjab Kings,M Chinnaswamy Stadium,Punjab Kings,Kolkata Knight Riders,164.0,164.0,153.0,164.0,0.0,171.4,173.2,7.0,-1.799999999999983,167.6,170.7,6.8,-3.0999999999999943,1.0,177.5,163.5,174.43333333333334,0.3333333333333333,-0.33333333333333326,2.200000000000017,-0.8000000000000114,0.0,0.0,1.0,0.375,0.1111111111111111,0.75,0.75,-0.6388888888888888,-0.375,0.33333333333333326,3.8000000000000114,1.3000000000000114,1.0,0.40000000000000036
sample_20201212_0083,2020-12-12,IPL,Punjab Kings,Royal Challengers Bengaluru,Arun Jaitley Stadium,Punjab Kings,Royal Challengers Bengaluru,188.0,188.0,188.0,194.0,0.0,168.2,170.2,6.8,-2.0,170.6,163.0,6.2,7.599999999999994,0.3333333333333333,155.66666666666666,153.33333333333334,170.0,0.391304347826087,-0.21739130434782616,9.599999999999994,4.400000000000006,1.0,1.0,0.0,0.1111111111111111,0.18181818181818182,0.8,0.7272727272727273,-0.6181818181818182,-0.6161616161616161,0.21739130434782616,-2.4000000000000057,-9.599999999999994,-0.33333333333333337,-1.2000000000000002
sample_20201213_0084,2020-12-13,IPL,Gujarat Titans,Punjab Kings,Wankhede Stadium,Punjab Kings,Gujarat Titans,156.0,156.0,160.0,156.0,1.0,183.0,180.8,5.2,2.1999999999999886,174.0,174.5,7.6,-0.5,0.5,178.5,175.0,169.1,0.0,-1.0,10.0,0.5999999999999943,0.0,0.0,1.0,0.375,0.1111111111111111,0.875,0.6666666666666666,-0.7638888888888888,-0.29166666666666663,1.0,9.0,2.6999999999999886,0.0,-2.0
sample_20201214_0085,2020-12-14,IPL,Chennai Super Kings,Lucknow Super Giants,Narendra Modi Stadium,Lucknow Super Giants,Chennai Super Kings,190.0,190.0,204.0,190.0,1.0,173.4,168.6,5.8,4.800000000000011,163.6,168.1,5.4,-4.5,0.5,148.5,150.5,170.1875,0.25,-0.25,5.800000000000011,-7.200000000000017,0.0,0.0,1.0,0.6666666666666666,0.5714285714285714,0.5,0.5833333333333334,0.0714285714285714,0.08333333333333326,0.25,9.800000000000011,9.300000000000011,0.0,-0.20000000000000018
sample_20201215_0086,2020-12-15,IPL,Royal Challengers Bengaluru,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bengaluru,205.0,205.0,168.0,205.0,0.0,174.0,168.9,6.8,5.099999999999994,190.8,176.3,6.8,14.5,1.0,164.5,145.0,173.4375,0.3125,-0.375,-11.800000000000011,24.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.7272727272727273,0.5,-0.393939393939394,-0.25,0.375,-16.80000000000001,-9.400000000000006,1.0,1.7999999999999998
sample_20201216_0087,2020-12-16,IPL,Sunrisers Hyderabad,Rajasthan Royals,Narendra Modi Stadium,Sunrisers Hyderabad,Rajasthan Royals,188.0,188.0,188.0,201.0,0.0,177.2,178.2,6.0,-1.0,168.0,168.5,6.4,-0.5,0.2,171.2,186.0,171.76470588235293,0.29411764705882354,-0.17647058823529416,11.0,-19.0,1.0,1.0,0.0,0.38461538461538464,0.375,0.6,0.7,-0.22499999999999998,-0.3153846153846153,0.17647058823529416,9.199999999999989,-0.5,-0.6,0.7999999999999998
sample_20201217_0088,2020-12-17,IPL,Delhi Capitals,Sunrisers Hyderabad,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,147.0,147.0,147.0,156.0,0.0,172.4,174.4,6.2,-2.0,176.8,183.4,5.4,-6.599999999999994,0.0,174.66666666666666,199.0,158.26923076923077,0.38461538461538464,-0.23076923076923084,-21.400000000000006,4.800000000000011,1.0,1.0,0.0,0.16666666666666666,0.38461538461538464,0.5555555555555556,0.5454545454545454,-0.17094017094017094,-0.3787878787878788,0.23076923076923084,-4.400000000000006,4.599999999999994,-1.0,-0.20000000000000018
sample_20201218_0089,2020-12-18,IPL,Punjab Kings,Delhi Capitals,MA Chidambaram Stadium,Punjab Kings,Delhi Capitals,134.0,134.0,134.0,158.0,0.0,167.4,169.4,8.2,-2.0,165.6,169.6,6.0,-4.0,0.5,170.70357142857142,170.70357142857142,157.78571428571428,0.42857142857142855,-0.1428571428571428,-5.400000000000006,-1.5999999999999943,1.0,1.0,0.0,0.1111111111111111,0.16666666666666666,0.5714285714285714,0.5,-0.40476190476190477,-0.3888888888888889,0.1428571428571428,1.8000000000000114,2.0,0.0,1.4000000000000004
sample_20201219_0090,2020-12-19,IPL,Royal Challengers Bengaluru,Mumbai Indians,MA Chidambaram Stadium,Mumbai Indians,Royal Challengers Bengaluru,165.0,165.0,158.0,165.0,0.0,174.2,169.0,6.8,5.199999999999989,193.8,177.9,7.2,15.900000000000006,0.6666666666666666,165.66666666666666,165.0,157.0,0.4666666666666667,-0.06666666666666665,-7.800000000000011,22.0,0.0,0.0,1.0,0.23076923076923078,0.3333333333333333,0.7272727272727273,0.6,-0.393939393939394,-0.3692307692307692,0.06666666666666665,-19.600000000000023,-10.700000000000017,0.33333333333333326,1.8000000000000007
sample_20201220_0091,2020-12-20,IPL,Sunrisers Hyderabad,Delhi Capitals,M Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,185.0,185.0,174.0,185.0,0.0,177.0,180.2,6.2,-3.1999999999999886,160.0,167.5,6.2,-7.5,1.0,188.25,167.75,174.2058823529412,0.29411764705882354,-0.41176470588235303,13.0,-31.80000000000001,0.0,0.0,1.0,0.42857142857142855,0.2857142857142857,0.5454545454545454,0.5,-0.2597402597402597,-0.07142857142857145,0.41176470588235303,17.0,4.300000000000011,1.0,0.20000000000000018
sample_20201221_0092,2020-12-21,IPL,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,172.0,172.0,157.0,172.0,0.0,162.2,169.5,7.2,-7.300000000000011,175.2,172.3,6.0,2.8999999999999773,0.0,171.5,181.0,157.28125,0.4375,-0.125,-5.200000000000017,16.399999999999977,0.0,0.0,1.0,0.3333333333333333,0.7142857142857143,0.75,0.5,-0.0357142857142857,-0.16666666666666669,0.125,-13.0,-10.199999999999989,-1.0,0.7999999999999998
sample_20201222_0093,2020-12-22,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Narendra Modi Stadium,Royal Challengers Bengaluru,Sunrisers Hyderabad,168.0,168.0,168.0,168.0,1.0,167.0,166.1,6.4,0.9000000000000057,180.4,179.9,6.8,0.5,0.5,170.70357142857142,170.70357142857142,173.02777777777777,0.3333333333333333,-0.11111111111111116,-22.0,10.200000000000017,1.0,1.0,0.0,0.21428571428571427,0.4,0.7272727272727273,0.5454545454545454,-0.32727272727272727,-0.3311688311688311,0.11111111111111116,-13.400000000000006,0.4000000000000057,0.0,3.000000000000001
sample_20201223_0094,2020-12-23,IPL,Punjab Kings,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,Punjab Kings,182.0,182.0,198.0,182.0,1.0,158.2,165.8,7.8,-7.600000000000023,164.8,169.3,6.6,-4.5,0.0,157.5,164.5,175.75,0.5,-0.0,-13.400000000000006,-0.5999999999999943,0.0,0.0,1.0,0.1111111111111111,0.5714285714285714,0.5,0.5384615384615384,0.0714285714285714,-0.42735042735042733,0.0,-6.600000000000023,-3.1000000000000227,-1.0,2.0
sample_20201224_0095,2020-12-24,IPL,Mumbai Indians,Chennai Super Kings,Narendra Modi Stadium,Chennai Super Kings,Mumbai Indians,155.0,155.0,134.0,155.0,0.0,187.8,181.7,8.0,6.100000000000023,173.2,173.0,6.4,0.19999999999998863,0.5,170.70357142857142,170.70357142857142,172.76315789473685,0.3157894736842105,-0.05263157894736836,22.400000000000006,-5.600000000000023,0.0,0.0,1.0,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.5714285714285714,0.04761904761904767,-0.23809523809523808,0.05263157894736836,14.600000000000023,5.900000000000034,0.0,0.5999999999999996
